Opinto;Tyyppi;Toteutus;Alkupvm;Loppupvm;Nimi;Vastuutoimipiste;Vastuuohjelma
TY080101;OJ;111PF;20110801;20111231;Opiskelutaidot;TIEDEB;IT
TY080101;OJ;111PG;20110801;20111231;Opiskelutaidot;TIEDEB;IT
TY080102;OJ;211PA;20111017;20111231;Asiantuntijaviestintä;TIEDEB;IT
TY080106L;OSA;111PA;20110801;20111231;Työelämän ja tekniikan englanti 2 (luokka);TIEDEB;IT
TY080106S;OSA;111PA;20110801;20111231;Työelämän ja tekniikan englanti 2 (studio);TIEDEB;IT
TY080106S;OSA;111PB;20110801;20111231;Työelämän ja tekniikan englanti 2 (studio);TIEDEB;IT
TY080202B;OSA;211PB;20111020;20111231;Algebra 2;TIEDEB;IT
TY080205;OJ;211PA;20111017;20111231;Mekaniikka;TIEDEB;IT
TY080205;OJ;211PB;20111017;20111231;Mekaniikka;TIEDEB;IT
TY080205;OJ;211PN;20111020;20111231;Mekaniikka;TIEDEB;IT
TY080207A;OJ;211PA;20111017;20111231;Lämpötekniikka ja värähtelyt osa A;TIEDEB;IT
TY080207A;OJ;211PB;20111017;20111231;Lämpötekniikka ja värähtelyt osa A;TIEDEB;IT
TY080208;OJ;210PB;20100801;20111231;Fysiikan laboraatiot;TIEDEB;IT
TY080208D;OSA;211PG;20111017;20111231;Fysiikan laboraatiot D;TIEDEB;IT
TY080208D;OSA;211PH;20111017;20111231;Fysiikan laboraatiot D;TIEDEB;IT
TY080209B;OSA;211PA;20111017;20111231;Kemia, laboratoriotyöt;TIEDEB;IT
TY080209B;OSA;211PB;20111017;20111231;Kemia, laboratoriotyöt;TIEDEB;IT
VTP0999S;OJ;111PD;20110801;20111231;Liikunta, syksy;TIEDEB;IT
YH00043;OJ;211PC;20111017;20111231;Ruotsin perusteet 1;TIEDEB;IT
IT080401;OJ;111PA;20110801;20111216;Televerkot;TIEDEB;IT
TY080202B;OSA;211PA;20111031;20111216;Algebra 2;TIEDEB;IT
TY080202A;OSA;111PA;20110801;20111021;Algebra 1;TIEDEB;IT
TY080101A;OSA;111PE;20110801;20111019;Opiskelutaidot;TIEDEB;IT
TY080101A;OSA;111PT;20110801;20111019;Opiskelutaidot;TIEDEB;IT
TY080101B;OSA;111PF;20110801;20111019;Opiskelutaidot;TIEDEB;IT
TY080101B;OSA;111PS;20110801;20111019;Opiskelutaidot;TIEDEB;IT
TY080101C;OSA;111PE;20110801;20111019;Opiskelutaidot;TIEDEB;IT
TY080101C;OSA;111PT;20110801;20111019;Opiskelutaidot;TIEDEB;IT
TY080201;OJ;111PW;20110801;20111019;Insinöörin matemaattiset apuneuvot;TIEDEB;IT
TY080202A;OSA;111PB;20110801;20111019;Algebra 1;TIEDEB;IT
TY080208EA;OSA;111PF;20110801;20111019;Fysiikan laboraatiot, ensiapu;TIEDEB;IT
TY080208EA;OSA;111PG;20110801;20111019;Fysiikan laboraatiot, ensiapu;TIEDEB;IT
TY080208TT;OSA;111PG;20110801;20111019;Fysiikan laboraatiot, työturvallisuus;OTA;IT
TY080208TT;OSA;111PH;20110801;20111019;Fysiikan laboraatiot, työturvallisuus;TIEDEB;IT
YH00044;OJ;111PB;20110829;20111015;Ruotsin perusteet 2;TIEDEB;IT
IT080107A;OSA;111PA;20110801;20111014;Mittaustekniikka, luennot;TIEDEB;IT
IT080110;OJ;111PC;20110801;20111014;Lähiverkkotekniikka (CCNA 3);TIEDEB;IT
IT080503;OJ;111PA;20110801;20111014;Java 2ME;TIEDEB;IT
TY080102;OJ;111PB;20110801;20111014;Asiantuntijaviestintä;TIEDEB;IT
TY080106;OJ;111PD;20110801;20111014;Työelämän ja tekniikan englanti 2;TIEDEB;IT
TY080201;OJ;111PB;20110801;20111014;Insinöörin matemaattiset apuneuvot;TIEDEB;IT
TY080201;OJ;111PC;20110801;20111014;Insinöörin matemaattiset apuneuvot;TIEDEB;IT
TY080208C;OSA;111PH;20110801;20111014;Fysiikan laboraatiot C;TIEDEB;IT
TY080208C;OSA;111PI;20110801;20111014;Fysiikan laboraatiot C;TIEDEB;IT
TY080209A;OSA;111PA;20110801;20111014;Kemia, luennot;TIEDEB;IT
YH00042;OJ;111PA;20110801;20111014;Englannin perusteet 2;TIEDEB;IT
IT080102;OJ;110PA;20110314;20110731;Ohjelmoitava digitaalitekniikka;TIEDEB;IT
IT080103;OJ;311PA;20110101;20110731;Tietoliikennejärjestelmät;TIEDEB;IT
IT080103;OJ;311PB;20110101;20110731;Tietoliikennejärjestelmät;TIEDEB;IT
IT080104;OJ;210PA;20110314;20110731;Tekninen dokumentointi;TIEDEB;IT
IT080109;OJ;411PA;20110314;20110731;Reititys IP-verkoissa (CCNA 2);TIEDEB;IT
IT080111;OJ;210PA;20110101;20110731;Tietokoneverkkojen etäyhteydet (CCNA 4);TIEDEB;IT
IT080111;OJ;311PA;20110101;20110731;Tietokoneverkkojen etäyhteydet (CCNA 4);TIEDEB;IT
IT080116;OJ;110PA;20110314;20110731;Relaatiotietokannat;TIEDEB;IT
IT080116;OJ;110PB;20110314;20110731;Relaatiotietokannat;TIEDEB;IT
IT080205;OJ;110PA;20110101;20110731;Tietoliikennetekniikan laboraatiot;TIEDEB;IT
IT080302;OJ;311PA;20110101;20110731;Verkkojen tietoturva;TIEDEB;IT
IT080403;OJ;110PA;20110101;20110731;Matkapuhelinjärjestelmät;TIEDEB;IT
IT080704;OJ;210PA;20110314;20110731;Server side -ohjelmointi;TIEDEB;IT
ITP4008;OJ;110PA;20110314;20110731;Piirilevysuunnittelu;TIEDEB;IT
ITP4021;OJ;210PA;20110301;20110731;Verkonhallinta ja tietojärjestelmien ylläpito;TIEDEB;IT
ITP4021;OJ;411PA;20110314;20110731;Verkonhallinta ja tietojärjestelmien ylläpito;TIEDEB;IT
ITP7178;OJ;311PA;20110101;20110731;Siirron laadun takaaminen verkossa;TIEDEB;IT
TY080103;OJ;311PA;20110101;20110731;Johtaminen ja projektitoiminta;TIEDEB;IT
TY080105D;OSA;411PA;20110314;20110731;Työelämän ja tekniikan englanti, Ryhmä;TIEDEB;IT
TY080105D;OSA;411PD;20110314;20110731;Työelämän ja tekniikan englanti, Ryhmä;TIEDEB;IT
TY080208;OJ;110PD;20100801;20110731;Fysiikan laboraatiot;TIEDEB;IT
TY080208:B;OSA;411PG;20110314;20110731;Fysiikan laboraatiot B;TIEDEB;IT
TY080208:B;OSA;411PH;20110314;20110731;Fysiikan laboraatiot B;TIEDEB;IT
YH00043;OJ;411PC;20110314;20110731;Ruotsin perusteet 1;TIEDEB;IT
IT080802;OJ;110PA;20110101;20110531;Teollinen ohjelmistotuotanto;TIEDEB;IT
ITR3480;OJ;311RA;20110101;20110524;EMC-tekniikka;OTA;IT
ITR3623;OJ;311RA;20110101;20110524;Tietorakenteet ja algoritmit;OTA;IT
ITR3625;OJ;311RA;20110101;20110524;Tietoliikenneohjelmistot;OTA;IT
ITR3830;OJ;311RA;20110101;20110524;Tunnistus- ja paikannustekniikka;OTA;IT
LO080103;OJ;311RB;20110101;20110524;Koneenpiirustus ja CAD -suunnittelu;OTA;IT
IT080102;OJ;210PA;20110103;20110430;Ohjelmoitava digitaalitekniikka;TIEDEB;IT
IT080109;OJ;110PA;20110101;20110430;Reititys IP-verkoissa (CCNA 2);TIEDEB;IT
IT080109;OJ;311PB;20110101;20110430;Reititys IP-verkoissa (CCNA 2);TIEDEB;IT
ITR3740;OJ;311RA;20110103;20110430;Elektroniikan testaus;OTA;IT
IT080114;OJ;311PA;20110101;20110415;HTML ja XML;TIEDEB;IT
IT080114;OJ;311PB;20110101;20110415;HTML ja XML;TIEDEB;IT
IT080115;OJ;110PA;20110101;20110415;Java SE;TIEDEB;IT
IT080115;OJ;210PA;20110101;20110415;Java SE;TIEDEB;IT
IT080106;OJ;210PA;20110101;20110311;Tietoturva ja salaustekniikat;TIEDEB;IT
IT080106;OJ;411PA;20110101;20110311;Tietoturva ja salaustekniikat;TIEDEB;IT
IT080204;OJ;110PA;20110101;20110311;Elektroniikan laboraatiot;TIEDEB;IT
IT080204;OJ;110PB;20110101;20110311;Elektroniikan laboraatiot;TIEDEB;IT
IT080204;OJ;110PC;20110101;20110311;Elektroniikan laboraatiot;TIEDEB;IT
IT080204;OJ;110PD;20110101;20110311;Elektroniikan laboraatiot;TIEDEB;IT
IT080204A;OSA;311PA;20110101;20110311;Elektroniikan laboraatiot, osa 1;TIEDEB;IT
IT080204A;OSA;311PB;20110101;20110311;Elektroniikan laboraatiot, osa 1;TIEDEB;IT
IT080804;OJ;110PA;20110101;20110311;Testaus ja laadunvarmistus;TIEDEB;IT
ITP4007;OJ;110PA;20110101;20110311;Digitaalisten piirien suunnittelu VHDL-kielellä;TIEDEB;IT
TY080105C;OSA;311PD;20110101;20110311;Työelämän ja tekniikan englanti;TIEDEB;IT
TY080105C;OSA;311PE;20110101;20110311;Työelämän ja tekniikan englanti;TIEDEB;IT
TY080107;OJ;311PA;20110101;20110311;Työelämän ja tekniikan ruotsi;TIEDEB;IT
TY080206;OJ;110PA;20110101;20110311;Sähkömagnetismi;TIEDEB;IT
TY080206;OJ;411PA;20110101;20110311;Sähkömagnetismi;TIEDEB;IT
TY080207;OJ;210PA;20101101;20110311;Lämpötekniikka ja värähtelyt;TIEDEB;IT
TY080208:A;OSA;311PG;20110101;20110311;Fysiikan laboraatiot A;TIEDEB;IT
TY080208:A;OSA;311PH;20110101;20110311;Fysiikan laboraatiot A;TIEDEB;IT
YH00041;OJ;311PA;20110101;20110311;Englannin perusteet 1;TIEDEB;IT
IT080108;OJ;311PA;20110122;20110306;Tietokoneverkkojen perusteet (CCNA 1);TIEDEB;IT
FT01003;OJ;411PA;20101020;20101231;Tutkimusmenetelmät;TIEDEB;IT
IT080101;OJ;110PA;20100901;20101231;Johdatus elektroniikkaan ja digitaalitekniikkaan;TIEDEB;IT
IT080101;OJ;110PB;20100901;20101231;Johdatus elektroniikkaan ja digitaalitekniikkaan;TIEDEB;IT
IT080107;OJ;110PA;20100801;20101231;Mittaustekniikka;TIEDEB;IT
IT080107;OJ;110PB;20100801;20101231;Mittaustekniikka;TIEDEB;IT
IT080108;OJ;110PA;20100823;20101231;Tietokoneverkkojen perusteet (CCNA 1);TIEDEB;IT
IT080108;OJ;110PB;20100823;20101231;Tietokoneverkkojen perusteet (CCNA 1);TIEDEB;IT
IT080110;OJ;210PA;20100801;20101231;Lähiverkkotekniikka (CCNA 3);TIEDEB;IT
IT080110;OJ;210PB;20100801;20101231;Lähiverkkotekniikka (CCNA 3);TIEDEB;IT
IT080116;OJ;311PA;20100801;20101231;Relaatiotietokannat;TIEDEB;IT
IT080116;OJ;311PB;20100801;20101231;Relaatiotietokannat;TIEDEB;IT
IT080201;OJ;311PA;20100901;20101231;Windows-pääkäyttö;TIEDEB;IT
IT080301;OJ;110PA;20100801;20101231;Laajojen reititinverkkojen toteutus;TIEDEB;IT
IT080401;OJ;210PA;20100801;20101231;Televerkot;TIEDEB;IT
IT080402;OJ;311PA;20100801;20101231;Radiotekniikka;TIEDEB;IT
IT080801;OJ;110PA;20100801;20101231;Määrittely ja suunnittelu;TIEDEB;IT
ITP4019;OJ;411PA;20100801;20101231;Matkapuhelinverkkojen laboraatiot;TIEDEB;IT
ITP4177;OJ;411PA;20100823;20101231;CCNP3;TIEDEB;IT
ITP8078;OJ;411PA;20100801;20101231;Älyverkkojen workshop;TIEDEB;IT
ITP8095;OJ;411PA;20100801;20101231;Ohjelmistojen testaus ja laadunvarmistus;TIEDEB;IT
TY080104;OJ;311PA;20100801;20101231;Tutkimusviestintä;TIEDEB;IT
TY080106;OJ;110PC;20100830;20101231;Työelämän ja tekniikan englanti 2;TIEDEB;IT
TY080202;OJ;210PB;20100801;20101231;Algebra;TIEDEB;IT
TY080205;OJ;110PC;20100830;20101231;Mekaniikka;TIEDEB;IT
TY080205;OJ;210PA;20100830;20101231;Mekaniikka;TIEDEB;IT
TY080208;OJ;110PG;20100801;20101231;Fysiikan laboraatiot;TIEDEB;IT
TY080208;OJ;210PA;20100901;20101231;Fysiikan laboraatiot;TIEDEB;IT
IT080203;OJ;210PA;20100830;20101220;Analogiaelektroniikka;TIEDEB;IT
IT080203;OJ;210PB;20100830;20101220;Analogiaelektroniikka;TIEDEB;IT
AVK0001;OJ;110PD;20100823;20101219;Ruotsi;TIEDEB;IT
YH00045;OJ;110PE;20100823;20101219;Ruotsin perusteet 3;TIEDEB;IT
IT080105;OJ;210PA;20100830;20101218;Tietokone- ja käyttöjärjestelmätekniikka;TIEDEB;IT
TY080102;OJ;110PC;20100830;20101218;Asiantuntijaviestintä;TIEDEB;IT
TY080102;OJ;210PA;20100830;20101218;Asiantuntijaviestintä;TIEDEB;IT
TY080106;OJ;311PA;20100830;20101218;Työelämän ja tekniikan englanti 2;TIEDEB;IT
TY080202;OJ;110PB;20100830;20101218;Algebra;TIEDEB;IT
TY080209;OJ;311PA;20100830;20101218;Kemia;TIEDEB;IT
IT080112;OJ;110PA;20100830;20101217;C-ohjelmointi;TIEDEB;IT
IT080112;OJ;110PB;20100830;20101217;C-ohjelmointi;TIEDEB;IT
IT080202;OJ;110PA;20100830;20101217;Linux-peruskurssi;TIEDEB;IT
IT080202;OJ;110PB;20100830;20101217;Linux-peruskurssi;TIEDEB;IT
IT080202;OJ;110PC;20100830;20101217;Linux-peruskurssi;TIEDEB;IT
IT080202;OJ;210PA;20100830;20101217;Linux-peruskurssi;TIEDEB;IT
IT080202;OJ;311PA;20100830;20101217;Linux-peruskurssi;TIEDEB;IT
IT080701;OJ;311PA;20100830;20101217;Tietorakenteet ja algoritmit;TIEDEB;IT
ITP0025;OJ;411PA;20100930;20101217;Sulautetut järjestelmät;TIEDEB;IT
ITP4044;OJ;311PA;20100903;20101217;JavaServer Faces;TIEDEB;IT
ITP4062;OJ;411PA;20100830;20101217;Tietoliikenneohjelmistojen workshop;TIEDEB;IT
IT080105;OJ;210PB;20100830;20101216;Tietokone- ja käyttöjärjestelmätekniikka;TIEDEB;IT
IT080113;OJ;210PA;20100901;20101216;Olio-ohjelmointi (C++);TIEDEB;IT
IT080113;OJ;210PB;20100902;20101216;Olio-ohjelmointi (C++);TIEDEB;IT
IT080702;OJ;311PA;20100831;20101216;Java EE;TIEDEB;IT
TY080201;OJ;110PC;20100825;20101023;Insinöörin matemaattiset apuneuvot;TIEDEB;IT
TY080201;OJ;110PF;20100825;20101023;Insinöörin matemaattiset apuneuvot;TIEDEB;IT
TY080101;OJ;110PE;20100823;20101022;Opiskelutaidot;TIEDEB;IT
TY080101;OJ;110PF;20100823;20101022;Opiskelutaidot;TIEDEB;IT
IC130202;OJ;317PA;20170101;20170524;Johtaminen ja yrittäjyys;TIEDEA;TK
HATK130701;OJ;116PA;20160801;20161231;Harjoittelu;TIEDEA;TK
HATK130703;OJ;116PA;20160801;20161231;Harjoittelu 2;TIEDEA;TK
HATK130704;OJ;216PA;20161017;20161231;Harjoittelu 3;TIEDEA;TK
HATK130702;OJ;116PA;20160801;20161016;Harjoittelu 1;TIEDEA;TK
IC130101B;OSA;416PA;20160314;20160515;Ruotsi kirjallinen taito;TIEDEA;TK
IC130103;OJ;316PA;20160101;20160515;Asiantuntijaviestintä;TIEDEA;TK
IC130202;OJ;115PA;20160101;20160515;Johtaminen ja yrittäjyys;TIEDEA;TK
IC130203;OJ;316PA;20160101;20160515;Tutkimusmenetelmät ja seminaari;TIEDEA;TK
IC130303;OJ;316PA;20160101;20160515;Tietoverkkojen perusteet;TIEDEA;TK
IC130402;OJ;316PA;20160101;20160515;Olioajattelu ja -ohjelmointi, osa II;TIEDEA;TK
IC130403;OJ;316PA;20160101;20160515;Relaatiotietokanta;TIEDEA;TK
IC130502;OJ;316PA;20160101;20160515;Projektityöskentely;TIEDEA;TK
IC130503;OJ;316PA;20160101;20160515;Tiedon esittäminen;TIEDEA;TK
IC130701;OJ;316PA;20160101;20160515;Ohjelmistotuotanto;TIEDEA;TK
IC130702;OJ;316PA;20160101;20160515;Kuvaustekniikat ja ohjelmistoarkkitehtuurit;TIEDEA;TK
IC130703;OJ;316PA;20160101;20160515;Laadunhallinta;TIEDEA;TK
IC130802;OJ;316PA;20160101;20160515;Palvelinvirtualisointi;TIEDEA;TK
IC130902;OJ;316PA;20160101;20160515;Projektin johtaminen;TIEDEA;TK
IC130903;OJ;316PA;20160101;20160515;Palvelujen hankinta;TIEDEA;TK
TK130102;OJ;316PA;20160101;20160515;Palvelinohjelmointi, osa II;TIEDEA;TK
TK130201;OJ;316PA;20160101;20160515;Tietokannan hallintajärjestelmä;TIEDEA;TK
TK130202;OJ;316PA;20160101;20160515;Tietokantaohjelmointi;TIEDEA;TK
TK130301;OJ;316PA;20160101;20160515;Teema 1;TIEDEA;TK
TK130302;OJ;316PA;20160101;20160515;Teema 2;TIEDEA;TK
TK130303;OJ;316PA;20160101;20160515;Teema 3;TIEDEA;TK
TK130401;OJ;316PA;20160101;20160515;Työaseman virtualisointi;TIEDEA;TK
TK130402;OJ;316PA;20160101;20160515;Sovellusvirtualisointi;TIEDEA;TK
TK130403;OJ;316PA;20160101;20160515;Pilvipalvelut;TIEDEA;TK
TK130501;OJ;316PA;20160101;20160515;Yrityssovellukset;TIEDEA;TK
TK130502;OJ;316PA;20160101;20160515;Hallinnan automatisointi;TIEDEA;TK
TK130503;OJ;316PA;20160101;20160515;Järjestelmäintegraatio;TIEDEA;TK
IC130101A;OSA;316PA;20160101;20160313;Ruotsi suullinen taito;TIEDEA;TK
HATK130701;OJ;115PA;20150801;20151231;Harjoittelu;TIEDEA;TK
HATK130703;OJ;115PA;20150801;20151231;Harjoittelu 2;TIEDEA;TK
HATK130704;OJ;215PA;20151019;20151231;Harjoittelu 3;TIEDEA;TK
IC130102;OJ;115PA;20150801;20151231;Englanti;TIEDEA;TK
IC130102;OJ;115PB;20150801;20151231;Englanti;TIEDEA;TK
IC130201;OJ;115PA;20150801;20151231;Oppimistaidot ja työelämätietous;TIEDEA;TK
IC130301;OJ;115PA;20150801;20151231;Työasema- ja palvelinarkkitehtuurit;TIEDEA;TK
IC130302;OJ;115PA;20150801;20151231;Käyttöjärjestelmä;TIEDEA;TK
IC130302;OJ;115PB;20150801;20151231;Käyttöjärjestelmä;TIEDEA;TK
IC130401;OJ;115PA;20150801;20151231;Olioajattelu ja -ohjelmointi, osa I;TIEDEA;TK
IC130601;OJ;115PA;20150801;20151231;Vaatimusmäärittely;TIEDEA;TK
IC130602;OJ;115PA;20150801;20151231;Tietokannan suunnittelu;TIEDEA;TK
IC130603;OJ;115PA;20150801;20151231;Käyttöliittymän suunnittelu;TIEDEA;TK
IC130801;OJ;115PA;20150801;20151231;Toimialuepalvelut;TIEDEA;TK
IC130803;OJ;115PA;20150801;20151231;Avoimen lähdekoodin järjestelmät;TIEDEA;TK
IC130901;OJ;115PA;20150801;20151231;Tietohallinto;TIEDEA;TK
TK130101;OJ;115PA;20150801;20151231;Palvelinohjelmointi, osa I;TIEDEA;TK
TK130103;OJ;115PA;20150801;20151231;Selainohjelmointi;TIEDEA;TK
TK130203;OJ;115PA;20150801;20151231;Java-ohjelmointi;TIEDEA;TK
TK130601;OJ;115PA;20150801;20151231;Tietoverkot;TIEDEA;TK
TK130602;OJ;115PA;20150801;20151231;Internet-järjestelmät;TIEDEA;TK
TK130603;OJ;115PA;20150801;20151231;Tietoturva;TIEDEA;TK
TK081701;OJ;115PA;20150801;20151019;Käyttäjähallinta;TIEDEA;TK
HATK130702;OJ;115PA;20150801;20151018;Harjoittelu 1;TIEDEA;TK
IC130501;OJ;115PA;20150801;20151018;Tietotekniset taidot;TIEDEA;TK
TK080902;OJ;315PA;20150101;20150524;Järjestelmän toteutusprojekti;TIEDEA;TK
TK081103;OJ;315PA;20150101;20150524;Mobiilijärjestelmät;TIEDEA;TK
TK081302;OJ;315PA;20150101;20150524;Viestintätaidot;TIEDEA;TK
TK081303;OJ;415PA;20150105;20150524;Specialized English Skills;TIEDEA;TK
TK081402;OJ;315PA;20150101;20150524;Johtamistaito ja tiimityöskentely;TIEDEA;TK
IC130103;OJ;315PA;20150101;20150517;Asiantuntijaviestintä;KESY;TK
IC130303;OJ;315PA;20150101;20150517;Tietoverkkojen perusteet;TIEDEB;TK
IC130402;OJ;315PA;20150101;20150517;Olioajattelu ja -ohjelmointi, osa II;TIEDEA;TK
IC130403;OJ;315PA;20150101;20150517;Relaatiotietokanta;TIEDEB;TK
IC130503;OJ;315PA;20150101;20150517;Tiedon esittäminen;TIEDEA;TK
IC130703;OJ;315PA;20150101;20150517;Laadunhallinta;TIEDEA;TK
IC130802;OJ;315PA;20150101;20150517;Palvelinvirtualisointi;TIEDEA;TK
IC130902;OJ;315PA;20150101;20150517;Projektin johtaminen;TIEDEA;TK
TK081403;OJ;315PA;20150101;20150517;Yrityksen liiketoimintaprosessit;TIEDEA;TK
TK130102;OJ;315PA;20150101;20150517;Palvelinohjelmointi, osa II;TIEDEA;TK
TK130201;OJ;315PA;20150101;20150517;Tietokannan hallintajärjestelmä;TIEDEB;TK
TK130202;OJ;315PA;20150101;20150517;Tietokantaohjelmointi;TIEDEA;TK
TK130402;OJ;315PA;20150101;20150517;Sovellusvirtualisointi;TIEDEA;TK
TK130501;OJ;315PA;20150101;20150517;Yrityssovellukset;TIEDEB;TK
TK130502;OJ;315PA;20150101;20150517;Hallinnan automatisointi;TIEDEA;TK
TK081501;OJ;315PA;20150101;20150515;Oliopradigma ohjelmoinnissa;TIEDEA;TK
TK081502;OJ;315PA;20150101;20150515;Soveltamisprojekti;TIEDEA;TK
TK130203;OJ;315PA;20150101;20150515;Java-ohjelmointi;TIEDEA;TK
IC130502;OJ;315PA;20150101;20150430;Projektityöskentely;TIEDEA;TK
IC130701;OJ;315PA;20150101;20150430;Ohjelmistotuotanto;TIEDEA;TK
IC130702;OJ;315PA;20150101;20150430;Kuvaustekniikat ja ohjelmistoarkkitehtuurit;TIEDEA;TK
IC130903;OJ;315PA;20150101;20150430;Palvelujen hankinta;TIEDEA;TK
TK080903;OJ;315PA;20150101;20150430;Tietojenkäsittelyn seminaari;TIEDEA;TK
TK081301;OJ;315PA;20150101;20150430;Koulutustoiminta;TIEDEA;TK
IC130201;OJ;214PA;20141020;20150315;Oppimistaidot ja työelämätietous;TIEDEA;TK
HATK081801;OJ;114PA;20140801;20141231;Harjoittelu;TIEDEA;TK
HATK081803;OJ;114PA;20140801;20141231;Harjoittelu 2;TIEDEA;TK
HATK081804;OJ;214PA;20141020;20141231;Harjoittelu 3;TIEDEA;TK
IC130301;OJ;114PA;20140801;20141231;Työasema- ja palvelinarkkitehtuurit;TIEDEA;TK
IC130601;OJ;114PA;20140801;20141231;Vaatimusmäärittely;TIEDEA;TK
IC130602;OJ;114PA;20140801;20141231;Tietokannan suunnittelu;TIEDEA;TK
IC130603;OJ;114PA;20140801;20141231;Käyttöliittymän suunnittelu;TIEDEA;TK
TK080901;OJ;314PA;20140901;20141231;Ohjelmistotuotanto;TIEDEA;TK
TK081201;OJ;315PB;20140801;20141231;Tietokantajärjestelmät;TIEDEB;TK
TK081203;OJ;214PA;20141020;20141231;Tietokannan toteutusprojekti;TIEDEA;TK
TK081701;OJ;114PA;20140801;20141231;Käyttäjähallinta;TIEDEA;TK
TK081702;OJ;114PA;20140801;20141231;Järjestelmäarkkitehtuuri;TIEDEA;TK
TK130101;OJ;114PA;20140801;20141231;Palvelinohjelmointi, osa I;TIEDEA;TK
TK130103;OJ;114PA;20140801;20141231;Selainohjelmointi;TIEDEA;TK
TK130601;OJ;114PA;20140801;20141231;Tietoverkot;TIEDEA;TK
TK130602;OJ;114PA;20141020;20141231;Internet-järjestelmät;TIEDEB;TK
TK130602;OJ;214PA;20141020;20141231;Internet-järjestelmät;TIEDEB;TK
TK130603;OJ;114PA;20140801;20141231;Tietoturva;TIEDEA;TK
IC130102;OJ;114PB;20140901;20141221;Englanti;TIEDEA;TK
IC130102;OJ;114PC;20140901;20141221;Englanti;TIEDEA;TK
IC130401;OJ;114PA;20140801;20141221;Olioajattelu ja -ohjelmointi, osa I;KESY;TK
IC130803;OJ;114PA;20140901;20141215;Avoimen lähdekoodin järjestelmät;TIEDEA;TK
IC130801;OJ;114PA;20140801;20141130;Toimialuepalvelut;TIEDEB;TK
IC130901;OJ;114PA;20140901;20141130;Tietohallinto;TIEDEA;TK
TK080901;OJ;114PA;20140901;20141130;Ohjelmistotuotanto;TIEDEA;TK
HATK081802;OJ;114PA;20140801;20141019;Harjoittelu 1;TIEDEA;TK
IC130302;OJ;114PA;20140801;20141019;Käyttöjärjestelmä;TIEDEA;TK
IC130501;OJ;114PA;20140801;20141019;Tietotekniset taidot;TIEDEA;TK
TK081202;OJ;114PA;20140801;20141019;Tietokantaohjelmointi;TIEDEA;TK
TK080702;OJ;314PA;20140101;20140524;Internet-verkot;TIEDEA;TK
TK080703;OJ;314PA;20140101;20140524;Professional English Skills 2;TIEDEA;TK
TK080803;OJ;314PA;20140101;20140524;Web-käyttöliittymän suunnittelu;TIEDEA;TK
TK080804;OJ;314PA;20140101;20140524;Järjestelmän suunnitteluprojekti;TIEDEA;TK
TK080902;OJ;314PA;20140101;20140524;Järjestelmän toteutusprojekti;TIEDEA;TK
TK081002;OJ;314PA;20140101;20140524;Palvelinympäristön ohjelmallinen hallinta;TIEDEA;TK
TK081004;OJ;314PA;20140101;20140524;Lähiverkon rakentamisprojekti;TIEDEA;TK
TK081103;OJ;314PA;20140101;20140524;Mobiilijärjestelmät;TIEDEA;TK
TK081201;OJ;314PA;20140101;20140524;Tietokantajärjestelmät;TIEDEA;TK
TK081301;OJ;314PA;20140101;20140524;Koulutustoiminta;TIEDEA;TK
TK081302;OJ;314PA;20140101;20140524;Viestintätaidot;TIEDEA;TK
TK081303;OJ;414PA;20140123;20140524;Specialized English Skills;TIEDEA;TK
TK081402;OJ;314PA;20140101;20140524;Johtamistaito ja tiimityöskentely;TIEDEA;TK
TK081502;OJ;314PA;20140101;20140524;Soveltamisprojekti;TIEDEA;TK
TK081601;OJ;314PA;20140101;20140524;Tietoliikennetekniikka;TIEDEA;TK
TK081602;OJ;314PA;20140101;20140524;Tietoverkon tietoturva;TIEDEA;TK
TK080801;OJ;314PA;20140101;20140512;Web-järjestelmän ohjelmointi;TIEDEA;TK
IC130103;OJ;314PA;20140101;20140511;Asiantuntijaviestintä;TIEDEA;TK
IC130303;OJ;314PA;20140101;20140511;Tietoverkkojen perusteet;TIEDEA;TK
IC130402;OJ;314PA;20140101;20140511;Olioajattelu ja -ohjelmointi, osa II;TIEDEA;TK
IC130403;OJ;314PA;20140101;20140511;Relaatiotietokanta;TIEDEA;TK
IC130503;OJ;314PA;20140101;20140511;Tiedon esittäminen;TIEDEB;TK
TK081403;OJ;314PA;20140101;20140511;Yrityksen liiketoimintaprosessit;TIEDEA;TK
IC130502;OJ;314PA;20140101;20140430;Projektityöskentely;TIEDEA;TK
TK081401;OJ;314PA;20140113;20140428;Tietohallinto;TIEDEA;TK
TK080903;OJ;314PA;20140101;20140427;Tietojenkäsittelyn seminaari;TIEDEA;TK
TK081001;OJ;314PA;20140101;20140427;Palvelinympäristö;TIEDEB;TK
TK081101;OJ;314PA;20140101;20140427;Internet-järjestelmät;TIEDEA;TK
TK081102;OJ;314PA;20140101;20140427;Internet-palvelujen käyttöönottoprojekti;TIEDEA;TK
TK081003;OJ;314PA;20140101;20140423;Palveluiden hankinta;TIEDEA;TK
TK081501;OJ;314PA;20140110;20140328;Oliopradigma ohjelmoinnissa;TIEDEA;TK
TK080802;OJ;314PA;20140101;20140309;Web-selaimen ohjelmointi;TIEDEA;TK
IC130102;OJ;113PA;20130902;20131231;Englanti;TIEDEA;TK
